text	tags
21622	O
553773	O
154812	O
367	O
967	O
classifier	O
"
"	
2020	O
11	O
13	O
error	O
18443	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
64	O
24	O
name	O
10	O
233	O
64	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
64	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
kernel	O
20303	O
590703	O
154543	O
369	O
967	O
classifier	O
"
"	
kernel	O
8756	O
553707	O
154757	O
367	O
967	O
classifier	O
"
"	
kernel	O
2019	O
572430	O
154487	O
367	O
967	O
classifier	O
"
"	
kernel	O
26667	O
590397	O
154639	O
370	O
967	O
classifier	O
"
"	
kernel	O
28138	O
553821	O
154811	O
367	O
967	O
classifier	O
"
"	
kernel	O
922	O
553643	O
154838	O
366	O
967	O
classifier	O
"
"	
kernel	O
11747	O
395523	O
39046	O
126	O
992	O
sosivio	O
fe	O
go	O
"
"	
kernel	O
the	O
kernel	O
killed	O
the	O
running	O
process	O
sosivio	O
fe	O
go	O
uid	O
total	O
vm	O
1582092kb	O
anon	O
rss	O
151780kb	O
file	O
rss	O
4404kb	O
shmem	O
rss	O
0kb	O
"
"	
kernel	O
30515	O
553677	O
154875	O
367	O
967	O
classifier	O
"
"	
kernel	O
14678	O
590607	O
154644	O
371	O
967	O
classifier	O
"
"	
kernel	O
8873	O
553709	O
154771	O
366	O
967	O
classifier	O
"
"	
kernel	O
10719	O
553371	O
154683	O
366	O
967	O
classifier	O
"
"	
2020	O
11	O
13	O
error	O
9841	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
80	O
24	O
name	O
10	O
233	O
80	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
80	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
kernel	O
23612	O
553611	O
154739	O
367	O
967	O
classifier	O
"
"	
kernel	O
27289	O
572076	O
154700	O
368	O
967	O
classifier	O
"
"	
2020	O
11	O
13	O
error	O
8602	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
111	O
24	O
name	O
10	O
233	O
111	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
111	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
kernel	O
20567	O
535162	O
154716	O
364	O
967	O
classifier	O
"
"	
kubernetes	O
node	O
topology	O
manager	O
deleting	O
the	O
container	O
container	O
id	O
"
"	
pod	O
could	O
not	O
reach	O
running	O
phase	O
skipping	O
:	O
failed	O
to	O
start	O
container	O
command	O
for	O
rqlite	O
with	O
=	O
=	O
=	O
10	O
crash	O
=	O
=	O
=	O
loopbackoff	O
:	O
back	O
off	O
1m20s	O
=	O
=	O
=	O
7	O
restart	O
=	O
=	O
=	O
ing	O
failed	O
container	O
rqlite	O
pod	O
"
"	
time	O
2020	O
11	O
13t	O
05	O
00	O
level	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
msg	O
shim	O
containerd	O
shim	O
started	O
address	O
containerd	O
shim	O
sock	O
debug	O
false	O
pid	O
6312	O
"
"	
time	O
2020	O
11	O
13t	O
05	O
00	O
level	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
msg	O
attempting	O
next	O
endpoint	O
for	O
pull	O
after	O
error	O
:	O
get	O
https	O
:	O
release	O
sosiv	O
io	O
v2	O
jenkins	O
slave	O
tools	O
manifests	O
v7	O
:	O
authentication	O
failed	O
"
"	
kubernetes	O
sosivio	O
test	O
sdn	O
not	O
operational	O
on	O
node	O
uat43	O
deveu	O
sosiv	O
io	O
"
"	
readiness	O
probe	O
for	O
calico	O
node	O
failed	O
failure	O
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
11147	O
confd	O
health	O
go	O
180	O
:	O
number	O
of	O
node	O
with	O
bgp	O
peering	O
established	O
43	O
"
"	
killing	O
container	O
with	O
second	O
grace	O
period	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
14633	O
dataplane	O
linux	O
go	O
473	O
:	O
Calico	O
CNI	O
SDN	O
deleting	O
device	O
in	O
netns	O
proc	O
8338	O
ns	O
net	O
container	O
id	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
14633	O
k8s	O
go	O
533	O
:	O
cleaning	O
up	O
netns	O
container	O
id	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
14633	O
k8s	O
go	O
540	O
:	O
releasing	O
ip	O
address	O
es	O
container	O
id	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
14649	O
IP	O
address	O
management	O
plugin	O
go	O
321	O
:	O
releasing	O
address	O
using	O
handleid	O
container	O
id	O
handleid	O
container	O
network	O
interface0	O
workload	O
uat39	O
deveu	O
sosiv	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
14633	O
dataplane	O
linux	O
go	O
490	O
:	O
Calico	O
CNI	O
SDN	O
deleted	O
device	O
in	O
netns	O
proc	O
8338	O
ns	O
net	O
container	O
id	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
14649	O
IP	O
address	O
management	O
plugin	O
go	O
333	O
:	O
released	O
address	O
using	O
handleid	O
container	O
id	O
handleid	O
container	O
network	O
interface0	O
workload	O
uat39	O
deveu	O
sosiv	O
"
"	
time	O
2020	O
11	O
13t	O
05	O
00	O
level	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
msg	O
ignoring	O
event	O
module	O
libcontainerd	O
namespace	O
moby	O
topic	O
tasks	O
delete	O
type	O
events	O
taskdelete	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
14649	O
IP	O
address	O
management	O
plugin	O
go	O
342	O
:	O
releasing	O
address	O
using	O
workloadid	O
container	O
id	O
handleid	O
container	O
network	O
interface0	O
workload	O
uat39	O
deveu	O
sosiv	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
20693	O
utils	O
go	O
176	O
:	O
Calico	O
CNI	O
SDN	O
releasing	O
ip	O
address	O
container	O
id	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
20707	O
IP	O
address	O
management	O
go	O
1298	O
:	O
releasing	O
all	O
ips	O
with	O
handle	O
container	O
network	O
interface0	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
14633	O
k8s	O
go	O
546	O
:	O
teardown	O
processing	O
complete	O
container	O
id	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
14649	O
IP	O
address	O
management	O
go	O
1298	O
:	O
releasing	O
all	O
ips	O
with	O
handle	O
"
"	
time	O
2020	O
11	O
13t	O
05	O
00	O
level	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
msg	O
shim	O
reaped	O
id	O
"
"	
orphaned	O
found	O
but	O
volume	O
paths	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
stoppodthe	O
container's	O
filesystem	O
from	O
runtime	O
service	O
failed	O
:	O
remote	O
procedure	O
call	O
failed	O
:	O
code	O
an	O
unknown	O
error	O
description	O
.	O
an	O
unexpected	O
failure	O
ocurred	O
network	O
plugin	O
container	O
network	O
interface	O
failed	O
to	O
teardown	O
pod	O
nsqd	O
nightly	O
network	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
kubernetes	O
node	O
nightly	O
uat30	O
deveu	O
sosiv	O
not	O
found	O
"
"	
time	O
2020	O
11	O
13t	O
05	O
00	O
level	O
error	O
msg	O
handler	O
for	O
post	O
v1	O
40	O
images	O
create	O
returned	O
error	O
:	O
get	O
https	O
:	O
release	O
sosiv	O
io	O
v2	O
jenkins	O
slave	O
tools	O
manifests	O
v7	O
:	O
authentication	O
failed	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
21015	O
k8s	O
go	O
372	O
:	O
populated	O
endpoint	O
container	O
id	O
kubernetes	O
node	O
uat14	O
deveu	O
sosiv	O
endpoint	O
v3	O
"
"	
failed	O
to	O
read	O
pod	O
ip	O
from	O
plugin	O
docker	O
:	O
network	O
plugin	O
container	O
network	O
interface	O
failed	O
on	O
the	O
status	O
hook	O
for	O
pod	O
sosivio	O
node	O
exporter	O
htvb8	O
sosivio	O
test	O
unexpected	O
command	O
output	O
device	O
eth0	O
does	O
not	O
exist	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18109	O
IP	O
address	O
management	O
go	O
1298	O
:	O
releasing	O
all	O
ips	O
with	O
handle	O
node	O
exporter	O
hwkns	O
"
"	
failed	O
to	O
read	O
pod	O
ip	O
from	O
plugin	O
docker	O
:	O
network	O
plugin	O
container	O
network	O
interface	O
failed	O
on	O
the	O
status	O
hook	O
for	O
pod	O
sosivio	O
node	O
exporter	O
hwkns	O
sosivio	O
test	O
unexpected	O
command	O
output	O
nsenter	O
:	O
cannot	O
open	O
"
"	
kernel	O
ipvs	O
:	O
creating	O
netns	O
size	O
2048	O
id	O
2117	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
28611	O
k8s	O
go	O
69	O
:	O
extracted	O
identifiers	O
for	O
cmdaddk8s	O
container	O
id	O
kubernetes	O
node	O
uat15	O
deveu	O
sosiv	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
28611	O
plugin	O
go	O
247	O
:	O
Calico	O
CNI	O
SDN	O
found	O
existing	O
endpoint	O
:	O
kubernetes	O
node	O
projectcalico	O
org	O
v3	O
uat15	O
deveu	O
sosiv	O
rqlite	O
sosivio	O
test	O
33811359	O
2020	O
11	O
13	O
0500	O
est	O
non	O
existent	O
map	O
app	O
rqlite	O
controller	O
revision	O
hash	O
:	O
projectcalico	O
org	O
namespace	O
sosivio	O
test	O
projectcalico	O
org	O
orchestrator	O
k8s	O
projectcalico	O
org	O
serviceaccount	O
sosivio	O
statefulset	O
kubernetes	O
io	O
pod	O
name	O
rqlite	O
map	O
k8s	O
uat15	O
deveu	O
sosiv	O
io	O
eth0	O
kns	O
sosivio	O
test	O
ksa	O
calic488f87ca79	O
container	O
id	O
kubernetes	O
node	O
uat15	O
deveu	O
sosiv	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18577	O
plugin	O
go	O
247	O
:	O
Calico	O
CNI	O
SDN	O
found	O
existing	O
endpoint	O
:	O
kubernetes	O
node	O
projectcalico	O
org	O
v3	O
uat8	O
deveu	O
sosiv	O
sosivio	O
node	O
exporter	O
sosivio	O
test	O
33794617	O
2020	O
11	O
13	O
0500	O
est	O
non	O
existent	O
map	O
controller	O
revision	O
hash	O
66f5c9b8	O
name	O
sosivio	O
node	O
exporter	O
pod	O
template	O
generation	O
18	O
projectcalico	O
org	O
namespace	O
sosivio	O
test	O
projectcalico	O
org	O
orchestrator	O
k8s	O
projectcalico	O
org	O
serviceaccount	O
sosivio	O
map	O
k8s	O
uat8	O
deveu	O
sosiv	O
io	O
eth0	O
kns	O
sosivio	O
test	O
ksa	O
calif7bfd6a0c5a	O
container	O
id	O
kubernetes	O
node	O
uat8	O
deveu	O
sosiv	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
plugin	O
go	O
214	O
:	O
Calico	O
CNI	O
SDN	O
IP	O
address	O
management	O
request	O
count	O
ipv4	O
ipv6	O
container	O
id	O
handleid	O
container	O
network	O
interface0	O
workload	O
uat8	O
deveu	O
sosiv	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
go	O
92	O
:	O
auto	O
assign	O
ipv4	O
ipv6	O
addrs	O
for	O
host	O
uat8	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
go	O
550	O
:	O
looking	O
up	O
existing	O
affinities	O
for	O
host	O
handle	O
container	O
network	O
interface0	O
host	O
uat8	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
go	O
429	O
:	O
trying	O
affinity	O
for	O
ip	O
24	O
host	O
uat8	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
plugin	O
go	O
253	O
:	O
auto	O
assigning	O
ip	O
container	O
id	O
handleid	O
container	O
network	O
interface0	O
workload	O
uat8	O
deveu	O
sosiv	O
assignargs	O
IP	O
address	O
management	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
go	O
140	O
:	O
attempting	O
to	O
load	O
block	O
cidr	O
ip	O
24	O
host	O
uat8	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
go	O
346	O
:	O
looking	O
up	O
existing	O
affinities	O
for	O
host	O
uat8	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
go	O
936	O
:	O
attempting	O
to	O
assign	O
addresses	O
from	O
block	O
ip	O
24	O
handle	O
container	O
network	O
interface0	O
host	O
uat8	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
go	O
217	O
:	O
affinity	O
is	O
confirmed	O
and	O
block	O
has	O
been	O
loaded	O
cidr	O
ip	O
24	O
host	O
uat8	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
go	O
959	O
:	O
writing	O
block	O
in	O
order	O
to	O
claim	O
ips	O
block	O
ip	O
24	O
handle	O
container	O
network	O
interface0	O
host	O
uat8	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
18590	O
IP	O
address	O
management	O
go	O
1397	O
:	O
creating	O
new	O
handle	O
:	O
container	O
network	O
interface0	O
"
"	
kernel	O
cpu	O
:	O
pid	O
:	O
22065	O
comm	O
:	O
classifier	O
kdump	O
:	O
loaded	O
tainted	O
:	O
10	O
64	O
"
"	
kernel	O
memory	O
:	O
usage	O
614400kb	O
limit	O
614400kb	O
failcnt	O
33122	O
"
"	
kernel	O
memory	O
cgroup	O
stats	O
for	O
kubepods	O
slice	O
kubepods	O
4fd8	O
895f	O
86abfaa03081	O
slice	O
cache	O
0kb	O
rss	O
614364kb	O
rss	O
huge	O
0kb	O
mapped	O
file	O
0kb	O
swap	O
0kb	O
inactive	O
anon	O
0kb	O
active	O
anon	O
614320kb	O
inactive	O
file	O
0kb	O
active	O
file	O
0kb	O
unevictable	O
0kb	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
5720	O
dataplane	O
linux	O
go	O
490	O
:	O
Calico	O
CNI	O
SDN	O
deleted	O
device	O
in	O
netns	O
proc	O
6257	O
ns	O
net	O
container	O
id	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
5720	O
k8s	O
go	O
540	O
:	O
releasing	O
ip	O
address	O
es	O
container	O
id	O
"
"	
kubernetes	O
sosivio	O
test	O
sdn	O
not	O
operational	O
on	O
node	O
uat9	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
5739	O
IP	O
address	O
management	O
plugin	O
go	O
321	O
:	O
releasing	O
address	O
using	O
handleid	O
container	O
id	O
handleid	O
container	O
network	O
interface0	O
workload	O
uat13	O
deveu	O
sosiv	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
5739	O
IP	O
address	O
management	O
plugin	O
go	O
333	O
:	O
released	O
address	O
using	O
handleid	O
container	O
id	O
handleid	O
container	O
network	O
interface0	O
workload	O
uat13	O
deveu	O
sosiv	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
5739	O
IP	O
address	O
management	O
plugin	O
go	O
342	O
:	O
releasing	O
address	O
using	O
workloadid	O
container	O
id	O
handleid	O
container	O
network	O
interface0	O
workload	O
uat13	O
deveu	O
sosiv	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
5739	O
IP	O
address	O
management	O
go	O
1298	O
:	O
releasing	O
all	O
ips	O
with	O
handle	O
6b8598c579	O
mcwrm	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
5720	O
k8s	O
go	O
546	O
:	O
teardown	O
processing	O
complete	O
container	O
id	O
"
"	
liveness	O
probe	O
for	O
etcd	O
failed	O
failure	O
45f87fe70268d17e	O
started	O
"
"	
failed	O
to	O
read	O
pod	O
ip	O
from	O
plugin	O
docker	O
:	O
network	O
plugin	O
container	O
network	O
interface	O
failed	O
on	O
the	O
status	O
hook	O
for	O
pod	O
rqlite	O
sosivio	O
test	O
unexpected	O
command	O
output	O
device	O
eth0	O
does	O
not	O
exist	O
"
"	
stoppodthe	O
container's	O
filesystem	O
from	O
runtime	O
service	O
failed	O
:	O
remote	O
procedure	O
call	O
failed	O
:	O
code	O
an	O
unknown	O
error	O
description	O
.	O
an	O
unexpected	O
failure	O
ocurred	O
network	O
plugin	O
container	O
network	O
interface	O
failed	O
to	O
teardown	O
pod	O
rqlite	O
etcdtest	O
network	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
kubernetes	O
node	O
etcdtest	O
uat30	O
deveu	O
sosiv	O
not	O
found	O
"
"	
error	O
deleting	O
monitoring	O
prometheus	O
kube	O
prometheus	O
stack	O
prometheus	O
from	O
network	O
Calico	O
CNI	O
SDN	O
0	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
kubernetes	O
node	O
monitoring	O
uat20	O
deveu	O
sosiv	O
not	O
found	O
"
"	
kernel	O
ipvs	O
:	O
creating	O
netns	O
size	O
2048	O
id	O
2696	O
"
"	
deleting	O
interface	O
1166	O
ens3	O
ip	O
123	O
interface	O
stats	O
:	O
received	O
15	O
sent	O
15	O
dropped	O
active	O
time	O
419	O
secs	O
"
"	
my	O
leader	O
:	O
the	O
chosen	O
one	O
:	O
my	O
hostname	O
:	O
rqlite	O
"
"	
time	O
2020	O
11	O
13t	O
05	O
00	O
level	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
msg	O
shim	O
containerd	O
shim	O
started	O
address	O
containerd	O
shim	O
sock	O
debug	O
false	O
pid	O
12053	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
12171	O
IP	O
address	O
management	O
go	O
550	O
:	O
looking	O
up	O
existing	O
affinities	O
for	O
host	O
handle	O
container	O
network	O
interface0	O
host	O
uat15	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
12171	O
IP	O
address	O
management	O
go	O
217	O
:	O
affinity	O
is	O
confirmed	O
and	O
block	O
has	O
been	O
loaded	O
cidr	O
ip	O
24	O
host	O
uat15	O
deveu	O
sosiv	O
io	O
"
"	
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
12153	O
k8s	O
go	O
449	O
:	O
wrote	O
updated	O
endpoint	O
to	O
datastore	O
container	O
id	O
kubernetes	O
node	O
uat15	O
deveu	O
sosiv	O
"
"	
failed	O
to	O
stop	O
the	O
container's	O
filesystem	O
before	O
removing	O
:	O
remote	O
procedure	O
call	O
failed	O
:	O
code	O
an	O
unknown	O
error	O
description	O
.	O
an	O
unexpected	O
failure	O
ocurred	O
network	O
plugin	O
container	O
network	O
interface	O
failed	O
to	O
teardown	O
pod	O
nsqd	O
nightly	O
network	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
kubernetes	O
node	O
nightly	O
uat17	O
deveu	O
sosiv	O
not	O
found	O
"
"	
listen	O
normally	O
on	O
1835	O
ens3	O
fe80	O
c0ff	O
fea8	O
1491	O
udp	O
123	O
"
"	
2020	O
11	O
13	O
error	O
7977	O
customresource	O
go	O
136	O
:	O
error	O
updating	O
resource	O
key	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
10	O
233	O
127	O
24	O
name	O
10	O
233	O
127	O
24	O
resource	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
value	O
v3	O
error	O
operation	O
cannot	O
be	O
fulfilled	O
on	O
calico	O
SDN	O
IP	O
address	O
management	O
blocks	O
crd	O
projectcalico	O
org	O
10	O
233	O
127	O
24	O
the	O
object	O
has	O
been	O
modified	O
please	O
apply	O
your	O
changes	O
to	O
the	O
latest	O
version	O
and	O
try	O
again	O
"
"	
kernel	O
ffffffff8e17a8c3	O
dump	O
header	O
0x90	O
0x229	O
"
"	
orphaned	O
found	O
but	O
volume	O
paths	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
12	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
readiness	O
probe	O
for	O
calico	O
node	O
failed	O
failure	O
2020	O
11	O
13	O
=	O
=	O
=	O
0	O
.	O
5	O
info	O
=	O
=	O
=	O
3251	O
confd	O
health	O
go	O
180	O
:	O
number	O
of	O
node	O
with	O
bgp	O
peering	O
established	O
43	O
"
"	
kernel	O
cpu	O
:	O
pid	O
:	O
3560	O
comm	O
:	O
classifier	O
kdump	O
:	O
loaded	O
tainted	O
:	O
10	O
64	O
"
"	
kernel	O
ffffffff8e17ffa5	O
dump	O
stack	O
0x19	O
0x1b	O
"
"	
kernel	O
ffffffff8dbc2dc4	O
memory	O
page	O
fault	O
out	O
of	O
memory	O
0x14	O
0x90	O
"
"	
kernel	O
ffffffff8dc9c4d8	O
ep	O
poll	O
callback	O
0xf8	O
0x220	O
"
"	
8de284c6bf6a8e6a	O
started	O
"
"	
kernel	O
ffffffff8dbc251e	O
oom	O
kill	O
process	O
0x25e	O
0x3f0	O
"
"	
kernel	O
ffffffff8dc40c56	O
mem	O
cgroup	O
oom	O
synchronize	O
0x546	O
0x570	O
"
"	
pod	O
could	O
not	O
reach	O
running	O
phase	O
skipping	O
:	O
failed	O
to	O
start	O
container	O
command	O
for	O
rqlite	O
with	O
=	O
=	O
=	O
10	O
crash	O
=	O
=	O
=	O
loopbackoff	O
:	O
back	O
off	O
10s	O
=	O
=	O
=	O
7	O
restart	O
=	O
=	O
=	O
ing	O
failed	O
container	O
rqlite	O
pod	O
"
"	
kernel	O
ffffffff8dc400d0	O
mem	O
cgroup	O
charge	O
common	O
0xc0	O
"
"	
kernel	O
ffffffff8e18d8d1	O
do	O
page	O
fault	O
0x491	O
0x500	O
"
"	
kernel	O
ffffffff8e178dd3	O
mm	O
fault	O
error	O
0x6a	O
0x157	O
"
"	
kernel	O
ffffffff8e18cfa2	O
do	O
async	O
page	O
fault	O
0x22	O
0xf0	O
"
"	
kernel	O
ffffffff8e18da26	O
trace	O
do	O
page	O
fault	O
0x56	O
0x150	O
"
"	
kernel	O
ffffffff8e1897a8	O
async	O
page	O
fault	O
0x28	O
0x30	O
"
"	
kernel	O
task	O
in	O
kubepods	O
slice	O
kubepods	O
4fac	O
b53b	O
ce5247a6436f	O
slice	O
killed	O
as	O
result	O
of	O
limit	O
of	O
kubepods	O
slice	O
kubepods	O
4fac	O
b53b	O
ce5247a6436f	O
slice	O
"
"	
kernel	O
memory	O
:	O
usage	O
614400kb	O
limit	O
614400kb	O
failcnt	O
30965	O
"
"	
kernel	O
memory	O
cgroup	O
stats	O
for	O
kubepods	O
slice	O
kubepods	O
4fac	O
b53b	O
ce5247a6436f	O
slice	O
:	O
cache	O
0kb	O
rss	O
0kb	O
rss	O
huge	O
0kb	O
mapped	O
file	O
0kb	O
swap	O
0kb	O
inactive	O
anon	O
0kb	O
active	O
anon	O
0kb	O
inactive	O
file	O
0kb	O
active	O
file	O
0kb	O
unevictable	O
0kb	O
"
"	
kernel	O
memory	O
cgroup	O
stats	O
for	O
kubepods	O
slice	O
kubepods	O
4fac	O
b53b	O
ce5247a6436f	O
slice	O
cache	O
0kb	O
rss	O
40kb	O
rss	O
huge	O
0kb	O
mapped	O
file	O
0kb	O
swap	O
0kb	O
inactive	O
anon	O
0kb	O
active	O
anon	O
40kb	O
inactive	O
file	O
0kb	O
active	O
file	O
0kb	O
unevictable	O
0kb	O
"
"	
kernel	O
27055	O
239	O
998	O
pause	O
"
"	
kernel	O
3521	O
553805	O
154568	O
364	O
967	O
classifier	O
"
"	
2020	O
11	O
13	O
etcd	O
server	O
:	O
read	O
only	O
range	O
request	O
key	O
registry	O
crd	O
projectcalico	O
org	O
bgpconfigurations	O
\	O
range	O
end	O
registry	O
crd	O
projectcalico	O
org	O
bgpconfigurationt	O
\	O
count	O
only	O
true	O
with	O
result	O
range	O
